problem_instance,rseed,iterations,solution,best_objective,instance_file
9999,1,1000,"[97, 77, 45, 52, 15, 10, 21, 27, 63, 80, 87, 37, 8, 14, 2, 6, 72, 95, 30, 79, 98, 68, 22, 92, 64, 41, 69, 55, 89, 71, 39, 28, 16, 36, 70, 1, 50, 62, 81, 83, 23, 75, 93, 67, 7, 53, 73, 78, 24, 13, 65, 4, 57, 46, 25, 26, 76, 54, 32, 40, 17, 96, 86, 3, 20, 42, 51, 19, 84, 5, 47, 60, 0, 34, 56, 18, 33, 48, 44, 99, 29, 31, 61, 91, 82, 90, 49, 12, 94, 66, 58, 38, 35, 43, 88, 11, 85, 59, 9, 74]",8.014091355678975,routing/tsp/data/tsp_100_10000.pkl
