problem_instance,rseed,iterations,solution,best_objective,instance_file
1,1,1000,"[35, 33, 40, 29, 1, 11, 41, 39, 0, 27, 10, 28, 49, 34, 31, 32, 9, 25, 21, 16, 7, 18, 2, 23, 45, 48, 42, 8, 5, 12, 26, 17, 14, 22, 47, 3, 30, 37, 46, 20, 4, 36, 6, 38, 43, 13, 15, 19, 44, 24]",5.606913549218539,data/tsp_50_10000.pkl
