problem_instance,rseed,iterations,solution,best_objective,instance_file
9999,1,1000,"[[4, 84, 33, 71, 99, 89, 85, 1, 87, 3, 54, 69, 78], [81, 47, 70, 8, 26, 31, 38, 7, 37, 95, 66, 50, 67, 27, 35, 96, 68, 24, 16, 88, 82, 17, 57, 92, 25, 62, 15], [18, 11, 40, 28, 23, 43, 77, 5, 52], [53, 74, 13, 44, 94, 60, 80, 2, 19, 49, 30, 45, 58, 56, 21, 93, 36, 6, 42, 91, 46, 29, 14, 55, 73, 63, 76, 48, 12, 41, 90, 72, 97, 22, 86, 75, 20, 59, 32, 65, 83, 10, 100, 79, 98, 61, 34, 39, 51, 9, 64]]",8.852561727925972,routing/mtsp/data/mtsp_100_10000.pkl
